No.,英語,品詞,日本語,学年,ページ,単元,
2590,braille,名,点字,2,139,UA plus 5,
2591,block,名,ブロック、かたまり,2,139,UA plus 5,
2592,mirror,名,鏡、ミラー,2,139,UA plus 5,
2593,arrow,名,矢印、矢,2,139,UA plus 5,
2594,display,名,陳列、展示,2,139,UA plus 5,
2595,touchless,形,触れないで作動する,2,139,UA plus 5,
2596,faucet,名,（水道・ガスなどの）栓、蛇口,2,139,UA plus 5,
2597,pictogram,名,ピクトグラム,2,139,UA plus 5,
2598,per,前,…につき,2,140,UA plus 6,
2599,sleeping,名,睡眠,2,140,UA plus 6,
2600,commute,名,通学、通勤,2,140,UA plus 6,
2601,instrument,名,楽器,2,140,UA plus 6,
2602,schedule,名,予定（表）、計画（表）,2,140,UA plus 6,
2603,prefecture,名,県,2,141,UA plus 7,
2604,brilliant,形,あざやかな,2,141,UA plus 7,
2605,remaining,形,残っている,2,141,UA plus 7,
2606,structure,名,建造物,2,141,UA plus 7,
2607,destructive,形,破壊的な,2,141,UA plus 7,
2608,force,名,暴力,2,141,UA plus 7,
2609,silver,名,銀,2,141,UA plus 7,
2610,mine,名,鉱山,2,141,UA plus 7,
2611,landscape,名,風景、景色,2,141,UA plus 7,
2612,former,形,以前の、前の,2,141,UA plus 7,
2613,hidden,形,隠された、秘密の,2,141,UA plus 7,
2614,Christian,名,キリスト教徒,2,141,UA plus 7,
2615,church,名,教会,2,141,UA plus 7,
2616,prehistoric,形,先史時代の,2,141,UA plus 7,
2617,northern,形,北の、北部の,2,141,UA plus 7,
2618,period,名,時代,2,141,UA plus 7,
2619,subtropical,形,亜熱帯の,2,141,UA plus 7,
2620,extensive,形,広い、広大な,2,141,UA plus 7,
2621,cedar,名,スギ,2,141,UA plus 7,
2622,unspoiled,形,害されていない,2,141,UA plus 7,
2623,wildlife,名,野生動物,2,141,UA plus 7,
2624,coral reef,名,サンゴ礁,2,141,UA plus 7,
2625,jungle,名,ジャングル、密林,2,141,UA plus 7,
2626,careless,形,不注意な,2,142,WR-1,
2627,dirty,形,汚い、汚れた,2,142,WR-1,
2628,empty,形,空の,2,142,WR-1,
2629,lucky,形,幸運な,2,142,WR-1,
2630,unlucky,形,不運な,2,142,WR-1,
2631,impossible,形,不可能な,2,142,WR-1,
2632,noisy,形,騒がしい、うるさい,2,142,WR-1,
2633,wet,形,ぬれた、湿った,2,142,WR-1,
2634,dry,形,乾いた,2,142,WR-1,
2635,wide,形,幅の広い,2,142,WR-1,
2636,narrow,形,せまい,2,142,WR-1,
2637,across,前,…を横切って,2,143,WR-2,
2638,shorts,名,短パン、ショートパンツ,2,144,WR-3,
2639,sneaker,名,スニーカー,2,144,WR-3,
2640,blouse,名,ブラウス,2,144,WR-3,
2641,belt,名,ベルト,2,144,WR-3,
2642,skirt,名,スカート,2,144,WR-3,
2643,handbag,名,ハンドバッグ,2,144,WR-3,
2644,sandal,名,サンダル,2,144,WR-3,
2645,glasses,名,メガネ,2,144,WR-3,
2646,down vest,名,ダウンベスト,2,144,WR-3,
2647,knitted,形,編まれた、ニットの,2,144,WR-3,
2648,scarf,名,マフラー、スカーフ,2,144,WR-3,
2649,boots,名,ブーツ、長靴,2,144,WR-3,
2650,dress,名,ワンピースの婦人服、ドレス,2,144,WR-3,
2651,handkerchief,名,ハンカチ,2,144,WR-3,
2652,jacket,名,ジャケット、ジャンパー,2,144,WR-3,
2653,pajama,名,パジャマ,2,144,WR-3,
2654,suit,名,スーツ,2,144,WR-3,
2655,tie,名,ネクタイ,2,144,WR-3,
2656,wallet,名,財布,2,144,WR-3,
2657,key ring,名,キーホルダー,2,144,WR-3,
2658,lip balm,名,リップクリーム,2,144,WR-3,
2659,sunscreen,名,日焼け止め（クリーム）,2,144,WR-3,
2660,heat pad,名,カイロ,2,144,WR-3,
2661,plush toy,名,ぬいぐるみ,2,144,WR-3,
2662,sunglasses,名,サングラス,2,144,WR-3,
2663,holder,名,入れ物,2,144,WR-3,
2664,folding,形,折りたたみ式の,2,144,WR-3,
2665,maple,名,カエデ,3,44,SA1 Plus,
2666,pure,形,純粋な,3,44,SA1 Plus,
2667,maple syrup,名,メープルシロップ,3,44,SA1 Plus,
2668,cream,名,クリーム,3,44,SA1 Plus,
2669,filling,名,中身,3,44,SA1 Plus,
2670,poutine,名,プーティン,3,44,SA1 Plus,
2671,Canadian,形,カナダの,3,44,SA1 Plus,
2672,gravy,名,肉汁,3,44,SA1 Plus,
2673,Quebec,名,ケベック州,3,44,SA1 Plus,
2674,food court,名,フードコート,3,44,SA1 Plus,
2675,annual,形,年に１回の,3,44,SA1 Plus,
2676,dream catcher,名,ドリームキャッチャー,3,44,SA1 Plus,
2677,handcrafted,形,手作りの,3,44,SA1 Plus,
2678,object,名,もの、物体,3,44,SA1 Plus,
2679,consist,動,（…から）成る,3,44,SA1 Plus,
2680,ring,名,輪,3,44,SA1 Plus,
2681,string,名,糸,3,44,SA1 Plus,
2682,feather,名,羽,3,44,SA1 Plus,
2683,bead,名,ビーズ,3,44,SA1 Plus,
2684,shell,名,貝,3,44,SA1 Plus,
2685,trap,動,…をとらえる,3,44,SA1 Plus,
2686,pine,名,松,3,44,SA1 Plus,
2687,export,動,…を輸出する,3,44,SA1 Plus,
2688,beloved,形,愛されている,3,44,SA1 Plus,
2689,available,形,入手できる,3,44,SA1 Plus,
2690,pack,動,…を詰め込む,3,44,SA1 Plus,
2691,pastime,名,娯楽,3,45,SA1 Plus,
2692,ice skate,名,アイススケート、アイススケートくつ,3,45,SA1 Plus,
2693,puck,名,パック（ゴムの円盤）,3,45,SA1 Plus,
2694,equipment,名,用具,3,45,SA1 Plus,
2695,flat,形,平らな,3,45,SA1 Plus,
2696,score,動,（点）をとる,3,45,SA1 Plus,
2697,goal,名,ゴール,3,45,SA1 Plus,
2698,lacrosse,名,ラクロス,3,45,SA1 Plus,
2699,crosse,名,クロス,3,45,SA1 Plus,
2700,shoot,動,…をシュートする,3,45,SA1 Plus,
2701,spiritual,形,神聖な,3,45,SA1 Plus,
2702,ritual,名,儀式,3,45,SA1 Plus,
2703,the First Nations,名,ファースト・ネーションズ,3,45,SA1 Plus,
2704,indigenous,形,先住の,3,45,SA1 Plus,
2705,men,名,manの複数形,3,45,SA1 Plus,
2706,sunset,名,日の入り,3,45,SA1 Plus,
2707,opportunity,名,機会,3,74,SA2 Plus,
2708,teen,名,１０代の若者,3,74,SA2 Plus,
2709,food bank,名,フード・バンク,3,74,SA2 Plus,
2710,core,名,中心,3,74,SA2 Plus,
2711,ensure,動,…を保証する,3,74,SA2 Plus,
2712,sort,動,…を分類する,3,74,SA2 Plus,
2713,warehouse,名,倉庫,3,74,SA2 Plus,
2714,dedicated,形,献身的な,3,74,SA2 Plus,
2715,distribute,動,…を分配する,3,74,SA2 Plus,
2716,client,名,依頼人,3,74,SA2 Plus,
2717,least,名,最少、最小,3,74,SA2 Plus,
2718,require,動,必要とする,3,74,SA2 Plus,
2719,youth,名,若者,3,74,SA2 Plus,
2720,riverbank,名,川岸,3,74,SA2 Plus,
2721,wetland,名,湿地帯,3,74,SA2 Plus,
2722,biologically,副,生物学的に,3,74,SA2 Plus,
2723,form,動,…を形成する,3,74,SA2 Plus,
2724,diverse,形,多様な,3,74,SA2 Plus,
2725,migratory,形,移住性の,3,74,SA2 Plus,
2726,gear,名,装備,3,74,SA2 Plus,
2727,bug spray,名,虫よけスプレー,3,74,SA2 Plus,
2728,provide,動,…を提供する,3,75,SA2 Plus,
2729,one-on-one,形,1対1の,3,75,SA2 Plus,
2730,difficulty,名,困難,3,75,SA2 Plus,
2731,supervision,名,指揮,3,75,SA2 Plus,
2732,guidance,名,助言,3,75,SA2 Plus,
2733,expect,動,…を期待する,3,75,SA2 Plus,
2734,leadership,名,リーダーシップ,3,75,SA2 Plus,
2735,problem-solving,名,課題解決,3,75,SA2 Plus,
2736,communication,名,コミュニケーション,3,75,SA2 Plus,
2737,management,名,管理,3,75,SA2 Plus,
2738,nursing home,名,介護施設,3,75,SA2 Plus,
2739,joy,名,喜び,3,75,SA2 Plus,
2740,formally,副,公式に,3,75,SA2 Plus,
2741,talent,名,才能,3,75,SA2 Plus,
2742,via,前,…を使って,3,75,SA2 Plus,
2743,transportation,名,交通機関,3,75,SA2 Plus,
2744,parking,名,駐車場,3,75,SA2 Plus,
2745,Malala Yousafzai,名,マララ・ユスフザイ[人名],3,102,Further Reading,
2746,education,名,教育,3,102,Further Reading,
2747,pray,動,祈る,3,102,Further Reading,
2748,recovery,名,回復,3,102,Further Reading,
2749,shown,動,showの過去分詞,3,102,Further Reading,
2750,myself,代,私自身,3,102,Further Reading,
2751,Taliban,名,タリバーン,3,103,Further Reading,
2752,shot,動,…を撃つ,3,103,Further Reading,
2753,bullet,名,弾丸,3,103,Further Reading,
2754,silence,動,…を黙らせる,3,103,Further Reading,
2755,fail,動,失敗する,3,103,Further Reading,
2756,terrorist,名,テロリスト,3,103,Further Reading,
2757,extremist,名,過激論者,3,103,Further Reading,
2758,importance,名,重要性,3,103,Further Reading,
2759,darkness,名,暗さ、暗闇,3,103,Further Reading,
2760,Pakistan,名,パキスタン,3,103,Further Reading,
2761,wise,形,賢い、分別のある,3,103,Further Reading,
2762,mighty,形,力強い,3,103,Further Reading,
2763,sword,名,剣,3,103,Further Reading,
2764,frighten,形,こわがらせる,3,103,Further Reading,
2765,equality,名,平等,3,103,Further Reading,
2766,society,名,社会,3,103,Further Reading,
2767,upon,前,…の上に,3,104,Further Reading,
2768,compulsory,形,義務的な,3,104,Further Reading,
2769,terrorism,名,テロリズム,3,104,Further Reading,
2770,brutality,名,野蛮、残忍な行為,3,104,Further Reading,
2771,harm,名,危害,3,104,Further Reading,
2772,developed,形,発展した,3,104,Further Reading,
2773,nation,名,国家、国,3,104,Further Reading,
2774,expansion,名,拡大、広がり,3,104,Further Reading,
2775,educational,形,教育の、教育に関する,3,104,Further Reading,
2776,community,名,共同体,3,140,Further Reading,
2777,tolerant,形,寛容な、寛大な,3,104,Further Reading,
2778,reject,動,拒絶する,3,104,Further Reading,
2779,prejudice,名,偏見,3,104,Further Reading,
2780,million,名,100万,3,104,Further Reading,
2781,suffer,動,苦しむ、悩む,3,104,Further Reading,
2782,poverty,名,貧困,3,104,Further Reading,
2783,injustice,名,不公平、不正,3,104,Further Reading,
2784,ignorance,名,無知,3,104,Further Reading,
2785,struggle,名,戦い,3,104,Further Reading,
2786,illiteracy,名,無学、無教育,3,104,Further Reading,
2787,powerful,形,強力な,3,104,Further Reading,
2788,weapon,名,武器、兵器,3,104,Further Reading,
2789,solution,名,解決策,3,104,Further Reading,
2790,paste,名,ペースト、ペースト状のもの,3,135,UA Plus 1,
2791,cream puff,名,シュークリーム,3,135,UA Plus 1,
2792,French,形,フランスの,3,135,UA Plus 1,
2793,polo shirt,名,ポロシャツ,3,136,UA Plus 2,
2794,organic,形,自然な、化学肥料を用いないで育てた,3,136,UA Plus 2,
2795,cotton,名,綿,3,136,UA Plus 2,
2796,compare,動,…を比べる,3,136,UA Plus 2,
2797,grown,動,growの過去分詞,3,136,UA Plus 2,
2798,pesticide,名,農薬,3,136,UA Plus 2,
2799,linen,名,麻,3,136,UA Plus 2,
2800,stylish,形,おしゃれな、品のよい,3,136,UA Plus 2,
2801,fabric,名,布、生地,3,136,UA Plus 2,
2802,polyurethane,名,ポリウレタン,3,136,UA Plus 2,
2803,cacti,名,サボテン,3,136,UA Plus 2,
2804,cork,名,コルク,3,136,UA Plus 2,
2805,recycled,形,リサイクルされた,3,136,UA Plus 2,
2806,necklace,名,ネックレス,3,136,UA Plus 2,
2807,utilize,動,…を利用する、役立たせる,3,136,UA Plus 2,
2808,peregrine falcon,名,ハヤブサ,3,137,UA Plus 3,
2809,dugong,名,ジュゴン,3,137,UA Plus 3,
2810,Okinawa rail,名,ヤンバルクイナ,3,137,UA Plus 3,
2811,Asiatic black bear,名,ツキノワグマ,3,137,UA Plus 3,
2812,Blakiston's fish owl,名,シマフクロウ,3,137,UA Plus 3,
2813,green turtle,名,アオウミガメ,3,137,UA Plus 3,
2814,threat,名,脅し、脅威,3,137,UA Plus 3,
2815,loss,名,失うこと,3,137,UA Plus 3,
2816,drought,名,干ばつ,3,137,UA Plus 3,
2817,development,名,開発,3,137,UA Plus 3,
2818,illegal,形,違法の,3,137,UA Plus 3,
2819,over tourism,名,オーバーツーリズム,3,137,UA Plus 3,
2820,alien,形,外来の、外国の,3,137,UA Plus 3,
2821,vulnerable,形,危急,3,137,UA Plus 3,
2822,extinct,名,絶滅,3,137,UA Plus 3,
2823,retell,動,…を再び語る,3,138,UA Plus 4,
2824,captain,名,キャプテン,3,139,UA Plus 5,
2825,respectful,形,敬意を表す,3,139,UA Plus 5,
2826,Bill Gates,名,ビル・ゲイツ［人名］,3,139,UA Plus 5,
2827,founder,名,創設者,3,139,UA Plus 5,
2828,IT,名,情報技術、情報工学（information technologyの略）,3,139,UA Plus 5,
2829,model,名,モデル、模範,3,139,UA Plus 5,
2830,opinion,名,意見、考え,3,139,UA Plus 5,
2831,task,名,仕事,3,139,UA Plus 5,
2832,trust,動,…を信頼する,3,139,UA Plus 5,
2833,employee,名,従業員,3,139,UA Plus 5,
2834,cooperate,動,協力する,3,139,UA Plus 5,
2835,Emma Watson,名,エマ・ワトソン［人名］,3,139,UA Plus 5,
2836,well-known,形,有名な、よく知られた,3,139,UA Plus 5,
2837,film,名,映画,3,139,UA Plus 5,
2838,appoint,動,［appont ... as ?で］…を?に任命する,3,139,UA Plus 5,
2839,United Nations Women,名,国連女性機関,3,139,UA Plus 5,
2840,goodwill ambassador,名,親善大使,3,139,UA Plus 5,
2841,promote,動,…を促進する,3,139,UA Plus 5,
2842,gender,名,性別、性差,3,139,UA Plus 5,
2843,fair-trade,名,公正取引,3,139,UA Plus 5,
2844,humane,形,人間味のある、おもいやりのある,3,139,UA Plus 5,
2845,ideal,形,理想的な,3,139,UA Plus 5,
2846,hunger,名,飢餓,3,140,UA Plus 6,
2847,well-being,名,幸福、健康,3,140,UA Plus 6,
2848,sanitation,名,衛生,3,140,UA Plus 6,
2849,affordable,形,手ごろな,3,140,UA Plus 6,
2850,decent,形,適切な,3,140,UA Plus 6,
2851,economic,形,経済的な,3,140,UA Plus 6,
2852,growth,名,成長,3,140,UA Plus 6,
2853,innovation,名,革新,3,140,UA Plus 6,
2854,infrastructure,名,社会的基盤施設、インフラ,3,140,UA Plus 6,
2855,inequality,名,不平等,3,140,UA Plus 6,
2856,consumption,名,消費,3,140,UA Plus 6,
2857,production,名,生産,3,140,UA Plus 6,
2858,below,前,…より下に,3,140,UA Plus 6,
2859,justice,名,公正,3,140,UA Plus 6,
2860,institution,名,機関,3,140,UA Plus 6,
2861,partnership,名,パートナーシップ,3,140,UA Plus 6,
2862,oversleep,動,寝過ごす,3,141,WR-1,
2863,feed,動,…にえさをやる,3,141,WR-1,
2864,snack,名,スナック、軽食,3,141,WR-2,
2865,video game,名,テレビゲーム,3,141,WR-2,
2866,post,動,投稿する,3,141,WR-2,
2867,phone,名,電話,3,141,WR-2,
2868,pool,名,プール,3,141,WR-2,
2869,cartoon,名,マンガ,3,141,WR-2,
2870,cheerful,形,明るい,3,141,WR-3,
2871,easygoing,形,おおらかな,3,141,WR-3,
2872,talkative,形,おしゃべりな,3,141,WR-3,
2873,gentle,形,温厚な,3,141,WR-3,
2874,patient,形,がまん強い,3,141,WR-3,
2875,strict,形,厳しい,3,141,WR-3,
2876,generous,形,気前のよい,3,141,WR-3,
2877,diligent,形,勤勉な,3,141,WR-3,
2878,outgoing,形,社交的な,3,141,WR-3,
2879,honest,形,正直な,3,141,WR-3,
2880,impatient,形,せっかちな,3,141,WR-3,
2881,frank,形,率直な,3,141,WR-3,
2882,strange,形,風変わりな,3,141,WR-3,
2883,lazy,形,不精な,3,141,WR-3,
2884,serious,形,真面目な,3,141,WR-3,
2885,selfish,形,わがままな,3,141,WR-3,
2886,impressive,形,印象的な,3,141,WR-4,
2887,so-so,形,よくも悪くもない,3,141,WR-4,
2888,boring,形,退屈な,3,141,WR-4,
2889,terrible,形,ひどい,3,141,WR-4,
2890,relieved,形,安心した,3,142,WR-5,
2891,upset,形,うろたえた,3,142,WR-5,
2892,embarrassed,形,恥ずかしい,3,142,WR-5,
2893,annoyed,形,いらいらした,3,142,WR-5,
2894,disappointed,形,がっかりした,3,142,WR-5,
2895,scared,形,おびえた、こわがった,3,142,WR-5,
2896,opening,形,最初の,3,142,WR-6,
2897,ceremony,名,儀式,3,142,WR-6,
2898,closing,形,終わりの,3,142,WR-6,
2899,midterm examination,名,中間試験,3,142,WR-6,
2900,term,名,学期、期間,3,142,WR-6,
2901,examination,名,試験,3,142,WR-6,
2902,final,名,最後の,3,142,WR-6,
2903,entrance examination,名,入学試験,3,142,WR-6,
2904,physical checkup,名,健康診断,3,142,WR-6,
2905,fire drill,名,消防訓練,3,142,WR-6,
2906,student council,名,生徒会,3,142,WR-6,
2907,arrangement,名,アレンジメント、配置,3,142,WR-7,
2908,tea ceremony,名,茶道,3,142,WR-7,
2909,calligraphy,名,書道,3,142,WR-7,
2910,Buddha,名,仏,3,142,WR-7,
2911,pottery,名,焼き物,3,142,WR-7,
2912,Coming-of-Age Day,名,成人の日,3,142,WR-7,
2913,National Foundation Day,名,建国記念の日,3,142,WR-7,
2914,The Emperor's Birthday,名,天皇誕生日,3,142,WR-7,
2915,The Vernal Equinox,名,春分,3,142,WR-7,
2916,Constitution Day,名,憲法記念日,3,142,WR-7,
2917,Greenery Day,名,みどりの日,3,142,WR-7,
2918,Marine Day,名,海の日,3,142,WR-7,
2919,Mountain Day,名,山の日,3,142,WR-7,
2920,Respect-for-the-Aged Day,名,敬老の日,3,142,WR-7,
2921,The Autumnal Equinox,名,秋分,3,142,WR-7,
2922,Health-Sports Day,名,スポーツの日,3,142,WR-7,
2923,Culture Day,名,文化の日,3,142,WR-7,
2924,Labor Thanksgiving Day,名,勤労感謝の日,3,142,WR-7,
2925,Argentina,名,アルゼンチン,3,142,WR-8,
2926,Indonesia,名,インドネシア,3,142,WR-8,
2927,Ukraine,名,ウクライナ,3,142,WR-8,
2928,Australia,名,オーストラリア,3,142,WR-8,
2929,Korea,名,韓国,3,142,WR-8,
2930,Saudi Arabia,名,サウジアラビア,3,142,WR-8,
2931,Spain,名,スペイン,3,142,WR-8,
2932,Turkey,名,トルコ,3,142,WR-8,
2933,France,名,フランス,3,142,WR-8,
2934,Mexico,名,メキシコ,3,142,WR-8,
2935,Russia,名,ロシア,3,142,WR-8,
2936,Arabic,名,アラビア語,3,142,WR-8,
2937,Italian,名,イタリア語,3,142,WR-8,
2938,Indonesian,名,インドネシア語,3,142,WR-8,
2939,Korean,名,韓国・朝鮮語,3,142,WR-8,
2940,Spanish,名,スペイン語,3,142,WR-8,
2941,German,名,ドイツ語,3,142,WR-8,
2942,Turkish,名,トルコ語,3,142,WR-8,
2943,Hindi,名,ヒンズー語,3,142,WR-8,
2944,Russian,名,ロシア語,3,142,WR-8,
2945,yellow dust,名,黄砂,3,143,WR-10,
2946,flood,名,洪水,3,143,WR-10,
2947,landslide,名,地すべり,3,143,WR-10,
2948,typhoon,名,台風,3,143,WR-10,
2949,tornado,名,竜巻,3,143,WR-10,
2950,tidal wave,名,津波,3,143,WR-10,
2951,eruption,名,噴火,3,143,WR-10,
2952,storm,名,暴風,3,143,WR-10,
2953,thunderstorm,名,雷雨,3,143,WR-10,
2954,aftershock,名,余震,3,143,WR-10,
2955,fire alarm,名,火災報知器,3,143,WR-10,
2956,Earthquake Early Warning,名,緊急地震速報,3,143,WR-10,
2957,emergency exit,名,非常口,3,143,WR-10,
2958,evacuation,名,避難,3,143,WR-10,
2959,emergency management,名,防災,3,143,WR-10,
2960,environmental,形,環境の,3,143,WR-11,
2961,destruction,名,破壊,3,143,WR-11,
2962,protection,名,保護,3,143,WR-11,
2963,greenhouse effect,名,温室効果,3,143,WR-11,
2964,desertification,名,砂漠化,3,143,WR-11,
2965,acid rain,名,酸性雨,3,143,WR-11,
2966,deforestation,名,森林破壊,3,143,WR-11,
2967,water pollution,名,水質汚染,3,143,WR-11,
2968,oxygen,名,酸素,3,143,WR-11,
2969,exhaust gas,名,排気ガス,3,143,WR-11,
2970,thermal,形,熱の,3,143,WR-11,
2971,recycling,名,リサイクル,3,143,WR-11,
2972,food chain,名,食物連鎖,3,143,WR-11,
